shot_id,scene_id,act,slugline,tc_in,tc_out,runtime_in,dur_s,assembly_s,framing,movement,lens_mm,subjects,location,lighting,device_in_frame,physical_contact,countdown_reads,music_cue,sound_cue,dialogue,action,qc_note,seed
SH0245,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:26:33:00,01:26:40:00,26:33,7,8,MED,STATIC,40,L_CARD,LIVING,COLD_PANE,Y,,07:52,,,MILES: Lauren. | LAUREN: I know.,She crouches down in front of the coffee table. Level with the pane.,,3044
SH0246,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:26:40:00,01:26:49:00,26:40,9,10,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,Y,,07:45,,,"MILES: That's four. Don't answer it. That's four, Lauren, that's the one you've never- | LAUREN: And five's yours. So we're even.",,LAUREN BREAKS A CLAUSE TOO. The marriage is now symmetrical. This is deliberate.,3045
SH0247,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:26:49:00,01:26:53:00,26:49,4,5,MCU,STATIC,65,M,LIVING,COLD_PANE,,,07:36,,,,That lands. He stops.,,3046
SH0248,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:26:53:00,01:27:02:00,26:53,9,10,CU,SLOW PUSH,75,L_CARD,LIVING,COLD_PANE,Y,,07:32,M11,Rain. Nothing. Nothing.,"LAUREN: If you want us to do something, show me where.",She looks at the black pane.,,3047
SH0249,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:02:00,01:27:09:00,27:02,7,8,WIDE-2S,STATIC,35,MB,LIVING,COLD_PANE,Y,,07:23,,"Held silence, five seconds.",,Nothing. Nothing.,Make the audience believe it isn't going to answer.,3048
SH0250,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:09:00,01:27:17:00,27:09,8,9,INSERT-STILL,STATIC,50,NONE,MOTEL,STREET_NIGHT,Y,,07:16,M12,,,"THE STILL. Night, rain. A low, long two-storey motel beside a state highway. External walkway, twelve doors, sodium light. A tall yellow pole sign with one dead letter: BLU RIDG MOT L. Held. Four seconds. Gone. Black.","PAYOFF: this is the sign from the SC-11 footage. Same sign, same dead letter.",3049
SH0251,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:17:00,01:27:25:00,27:17,8,9,MED,HANDHELD-SUBTLE,40,L_CARD,LIVING,COLD_PANE,,,07:08,,,"LAUREN: That's the sign. Miles, that's the sign from the - that's the sign.",Lauren is on her feet.,,3050
SH0252,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:25:00,01:27:32:00,27:25,7,8,MCU,SLOW PUSH,65,M,LIVING,COLD_PANE,,,07:00,,,LAUREN: Miles. What is it?,"He is not looking at the pane. He is looking at the middle distance, and he has gone somewhere else entirely.",,3051
SH0253,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:32:00,01:27:37:00,27:32,5,6,CU,STATIC,75,M,LIVING,COLD_PANE,,,06:53,M12,,MILES: That's where we came in.,,,3052
SH0254,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:37:00,01:27:46:00,27:37,9,11,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,,,06:48,,,"LAUREN: What? | MILES: Room eleven. Second floor, end of the walkway. That's the crossing.",He says the largest thing he has said all night the way you'd say a street name.,,3053
SH0255,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:46:00,01:27:57:00,27:46,11,11,CU,SLOW PUSH,75,L_CARD,LIVING,COLD_PANE,,,06:39,,,"LAUREN: I don't remember that. | MILES: No. | LAUREN: Miles, I don't remember any of that. | MILES: I know.",,A SPENT MYSTERY REPLACED BY A BETTER ONE. This is the episode's most important structural move.,3054
SH0256,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:27:57:00,01:28:05:00,27:57,8,9,MCU,STATIC,65,M,LIVING,COLD_PANE,,,06:28,,,MILES: And I have never once known what to do with that.,He finally looks at her.,,3055
SH0257,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:28:05:00,01:28:12:00,28:05,7,8,WIDE,SLOW PUSH,28,L_CARD,LIVING,COLD_PANE,,,06:20,M12,Score thins to one piano note.,,Lauren stands in the middle of her own living room and feels the floor go.,,3056
SH0258,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:28:12:00,01:28:22:00,28:12,10,13,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,Y,,06:13,,,LAUREN: It told us not to go back. | MILES: Yes. | LAUREN: And then it showed us where to go. | MILES: Yes. | LAUREN: So one of those is a lie. | MILES: Yes. | LAUREN: Which one? | MILES: I don't know.,The contradiction lands.,,3057
SH0259,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:28:22:00,01:28:29:00,28:22,7,8,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,06:03,M12,,DOUBLE: Lauren.,"THE PANE COMES ON. The face again, closer than before, filling more of the frame. Steady. Tired. Kind.",,3158
SH0260,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:28:29:00,01:28:33:00,28:29,4,5,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,05:56,,,,Lauren does not answer her.,,3159
SH0261,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:28:33:00,01:28:42:00,28:33,9,10,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,05:52,,,"DOUBLE: I'm going to say something, and it's going to be unkind, and I'm sorry, and I'd do it again.",,,3160
SH0262,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:28:42:00,01:28:48:00,28:42,6,7,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,05:43,M12,,DOUBLE: Count backwards for me. I'll be here at one.,,THE BREAK. Deliver it warmly. It is a mother's line and she means it kindly.,3161
SH0263,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:28:48:00,01:29:00:00,28:48,12,12,CU,SLOW PUSH,75,L_CARD,LIVING,COLD_PANE,,,05:37,,Score out entirely. Rain. Her breathing.,,"Lauren's face comes apart. It is not a scream and it is not tears. It is the specific and terrible expression of a person hearing, in their own voice, out of a machine, a sentence that has only ever existed in one room in the world - and that room does not exist yet.",THE PERFORMANCE HIGH POINT OF THE EPISODE. Hold. Do not cut away for comfort.,3162
SH0264,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:00:00,01:29:08:00,29:00,8,9,MED,STATIC,40,L_CARD,LIVING,COLD_PANE,,,05:25,,,,She sits down on the floor. Her hand goes to the pendant at her throat and closes around it. A reflex much older than her marriage.,CONTINUITY: first appearance of the pendant reflex. Logged in the character bible.,3163
SH0265,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:08:00,01:29:17:00,29:08,9,11,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,05:17,,,LAUREN: My mother said that. | MILES: Lauren- | LAUREN: My mother said that to me. Every night. Nobody knows that.,Barely audible.,,3164
SH0266,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:17:00,01:29:26:00,29:17,9,10,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,05:08,,,LAUREN: I have never said that out loud. Not once. Not here. Not to him.,She looks up at the screen.,,3165
SH0267,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:26:00,01:29:34:00,29:26,8,9,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,04:59,,,DOUBLE: I know. | DOUBLE: She said it to me too.,The double's face does something small and very sad.,,3166
SH0268,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:34:00,01:29:41:00,29:34,7,7,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,04:51,M12,"CRITICAL: the audio bed itself stops for 0.5s. Room tone, rain, everything. Then resumes.","DOUBLE: Didn't she, [ - - - ]","Her mouth makes a name. Two syllables. It is not Lauren. And where the sound should be there is a clean, absolute, half-second ABSENCE. Not a bleep. Not static. A hole.","Do NOT bleep, mute, distort or cover with a sound. REMOVE the audio. The absence must be authored.",3167
SH0269,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:41:00,01:29:48:00,29:41,7,8,MCU,STATIC,65,M,LIVING,COLD_PANE,,,04:44,,,MILES: What did you just call her.,Miles's head snaps around. He heard it. Or heard the shape of it.,,3168
SH0270,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:48:00,01:29:55:00,29:48,7,8,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,04:37,M12,,,The double does not answer him. She never has. But she is looking at him.,,3169
SH0271,SC-19,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:29:55:00,01:30:02:00,29:55,7,8,MED,HANDHELD-SUBTLE,40,L_CARD,LIVING,COLD_PANE,,,04:30,,,LAUREN: What am I? | DOUBLE: You're the one who-,"Lauren gets up, unsteady.",,3170
SH0272,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:02:00,01:30:05:00,30:02,3,4,WIDE-2S,STATIC,35,MB,LIVING,BLACKOUT,,,04:23,M13,The entire sound bed cuts. This is the second and last loud moment: the SILENCE is the impact.,,BLACK. Every light in the house goes out at once. The refrigerator stops. The microwave clock dies. The whole building drops into darkness in a single beat.,,3271
SH0273,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:05:00,01:30:11:00,30:05,6,7,MED,HANDHELD-SUBTLE,40,M,LIVING,BLACKOUT,,,04:20,,,,Lauren freezes. Miles goes straight to the window and pulls the curtain aside two inches.,,3272
SH0274,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:11:00,01:30:19:00,30:11,8,9,WIDE-POV,STATIC,50,NONE,EXT_STREET,STREET_NIGHT,,,04:14,M13,"Muffled through glass: the party, warm and completely indifferent.",,"MILES' POV: the street. Every porch light on. Every window lit. The party two doors down still going, warm and yellow and loud. Every house on the street has power.",,3273
SH0275,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:19:00,01:30:25:00,30:19,6,7,WIDE,SLOW PUSH,28,M,LIVING,COLD_PANE,Y,,04:06,,,,"Behind Miles, on the coffee table, the pane is glowing steadily. It is the only light in the house.",,3274
SH0276,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:25:00,01:30:33:00,30:25,8,9,MED,SLOW PUSH,50,M,LIVING,BLACKOUT,,,04:00,,,,"Miles looks out along the street - left, right, and then back to the left. To the same spot he checks every night of his life.",PAYOFF P6. Same sightline as SC-05.,3275
SH0277,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:33:00,01:30:38:00,30:33,5,6,WIDE-POV,STATIC,85,FIG,EXT_STREET,STREET_NIGHT,,,03:52,M13,,,There is a FIGURE standing at the edge of the streetlight's throw. Not close. Not moving.,"Soft, small in frame, absolutely still. No detail. Do not silhouette dramatically.",3276
SH0278,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:38:00,01:30:42:00,30:38,4,5,MCU,STATIC,65,M,LIVING,BLACKOUT,,,03:47,,,,Miles turns his head fully to look at it directly.,,3277
SH0279,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:42:00,01:30:46:00,30:42,4,5,WIDE-POV,STATIC,85,NONE,EXT_STREET,STREET_NIGHT,,,03:43,,,,There is nobody there.,"No whip-pan. No sting. Just an empty pavement, held one beat too long.",3278
SH0280,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:46:00,01:30:53:00,30:46,7,8,MCU,STATIC,65,M,LIVING,BLACKOUT,,,03:39,,Rain. The party. His breathing.,,He does not move for a long moment.,,3279
SH0281,SC-20,ACT FOUR,INT. WARD HOUSE / LIVING ROOM & WINDOW - CONTINUOUS,01:30:53:00,01:31:00:00,30:53,7,8,ECU-INSERT,STATIC,100,NONE,ENTRY,BLACKOUT,,,03:32,M13,"The brass mechanism, close-mic'd, unhurried. The single most important sound effect in the episode.",,"From the front hall, very clearly, in a completely silent house: THE DEADBOLT TURNS. One full revolution.","ACT OUT. Nobody touches it. Cut to black on the sound, not after it.",3280
SH0282,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:31:00:00,01:31:09:00,31:00,9,10,WIDE-2S,STATIC,35,MB,LIVING,COLD_PANE,Y,,03:25,M13,,,Dark. The pane is the only light in the world and it is the wrong colour for a home. Neither of them screams. Neither of them runs.,"THE THESIS OF ACT FIVE: they are competent, and it is worse.",3381
SH0283,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:31:09:00,01:31:18:00,31:09,9,11,MED,HANDHELD-SUBTLE,40,M,LIVING,COLD_PANE,,,03:16,,"Chair legs on carpet, then on board.",,"Miles crosses the room, takes the armchair by the back, and drags it - quietly, without hurry - into the mouth of the hallway. Not a barricade. An obstacle. A thing to trip on in the dark.",,3382
SH0284,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:31:18:00,01:31:28:00,31:18,10,12,MED,HANDHELD-SUBTLE,40,L_CARD,LIVING,COLD_PANE,Y,,03:07,,,,"Lauren shoulders her bag, picks up the pane, wraps it in the cardigan and puts it in the bag. Then she takes the fire iron from the hearth and puts it on the coffee table where either of them can reach it.",She arms them both. She does not hand him the iron; she puts it where either can take it.,3383
SH0285,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:31:28:00,01:31:35:00,31:28,7,8,WIDE-2S,STATIC,35,MB,LIVING,COLD_PANE,,,02:57,M13,,,They move around each other in the dark like people who have done a drill. Because they have.,,3384
SH0286,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:31:35:00,01:31:43:00,31:35,8,9,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,,,02:50,,,"MILES: Back door. | LAUREN: No. | MILES: Lauren, the alley's clear, you go left and you're- | LAUREN: No. | MILES: Please.",,,3385
SH0287,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:31:43:00,01:31:51:00,31:43,8,9,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,02:42,,,LAUREN: I'm not doing the part where you decide for me twice in one night.,,,3386
SH0288,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:31:51:00,01:32:00:00,31:51,9,11,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,,,02:34,,,MILES: That's not what this is. | LAUREN: That's exactly what this is. | LAUREN: You've done it for six years. It's the only thing you're actually good at.,That stops him dead.,,3387
SH0289,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:00:00,01:32:08:00,32:00,8,9,CU,SLOW PUSH,75,L_CARD,LIVING,COLD_PANE,,,02:25,,,LAUREN: Miles. We're doing this one together or we're not doing it.,"Gentler, and worse.",,3388
SH0290,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:08:00,01:32:14:00,32:08,6,7,MCU,STATIC,65,M_JKT,LIVING,COLD_PANE,,,02:17,,,MILES: Okay. | LAUREN: Okay.,He looks at her in the light off the bag.,WARDROBE: jacket is now on. WRD-M-B from here to end.,3389
SH0291,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:14:00,01:32:21:00,32:14,7,7,ECU-INSERT,STATIC,100,NONE,LIVING,COLD_PANE,Y,,02:11,M13,,,She checks the pane through the fabric. The number is showing through the weave. 01:20. 01:19.,COUNTDOWN CHECK: this must read 01:20 at exactly 1:20 before the knock. Bound in the EDL.,3390
SH0292,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:21:00,01:32:28:00,32:21,7,8,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,,,02:04,,,MILES: There's something you need to know before that gets to zero. | LAUREN: Then say it fast.,,,3391
SH0293,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:28:00,01:32:37:00,32:28,9,11,CU,SLOW PUSH,75,M_JKT,LIVING,COLD_PANE,,,01:57,,,"MILES: Nobody comes over. | LAUREN: What? | MILES: It's not against the rules. It's - Lauren, it isn't a rule, it's a fact.",,,3392
SH0294,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:37:00,01:32:47:00,32:37,10,12,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,,,01:48,,,MILES: People don't cross. Things don't cross. | LAUREN: We crossed. | MILES: We came out. That's different. That's falling. Anyone can fall.,,,3393
SH0295,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:47:00,01:32:56:00,32:47,9,11,CU,SLOW PUSH,75,M_JKT,LIVING,COLD_PANE,,,01:38,M13,,MILES: Coming the other way costs something. It costs more than a person has. | LAUREN: Meaning what. | MILES: Meaning nothing comes through whole.,"He is not trying to frighten her. He is telling her a load-bearing fact about the world, and he is terrified.",THE SERIES' DARKEST RULE. Six words. Never elaborated this season.,3394
SH0296,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:32:56:00,01:33:06:00,32:56,10,13,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,,,01:29,,,MILES: So whatever is out there - whatever it used to be - it paid everything it had to stand on our step. | MILES: And it did that on purpose. And it did it tonight.,,,3395
SH0297,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:06:00,01:33:10:00,33:06,4,5,ECU-INSERT,STATIC,100,NONE,LIVING,COLD_PANE,Y,,01:19,M13,,,The number in the bag: 00:41.,,3396
SH0298,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:10:00,01:33:19:00,33:10,9,10,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,01:15,,,"LAUREN: Miles, I have to ask you something and I need you to not manage me. | MILES: Okay.",Lauren stares at him in the dark.,,3397
SH0299,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:19:00,01:33:26:00,33:19,7,8,CU,SLOW PUSH,75,L_CARD,LIVING,COLD_PANE,,,01:06,,Score out. Absolute silence under the question.,LAUREN: That message. | LAUREN: Did it come from me?,,,3398
SH0300,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:26:00,01:33:37:00,33:26,11,11,CU,STATIC,75,M_JKT,LIVING,COLD_PANE,,,00:59,M14,,,"Miles opens his mouth. He does not lie to her. He genuinely, visibly, does not lie to her. He also does not say anything. Three seconds.",THE MOST IMPORTANT PAUSE IN THE EPISODE. Three full seconds. Hold it.,3399
SH0301,SC-21,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:37:00,01:33:42:00,33:37,5,6,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,00:48,,,LAUREN: Okay.,"That is the answer, and she takes it standing up.",,3400
SH0302,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:42:00,01:33:47:00,33:42,5,6,MED,STATIC,40,L_CARD,LIVING,COLD_PANE,Y,,00:43,M14,,,"LIGHT. Inside the bag, through the cardigan, the pane brightens. Lauren pulls it out.",,3501
SH0303,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:47:00,01:33:57:00,33:47,10,10,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,00:38,M14,,,THE DOUBLE. Closer than she has ever been. Her face nearly fills the pane. She is looking straight out - and her eyes are not on Lauren. They are on Miles. Where they have been all night.,THE PAYLOAD. Do not underline it. Do not rack focus to Miles. Just let her eyeline be wrong.,3502
SH0304,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:33:57:00,01:34:01:00,33:57,4,5,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,00:28,,,LAUREN: Who are you?,,,3503
SH0305,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:01:00,01:34:11:00,34:01,10,12,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,00:24,,Score out on 'Don't'. Nothing under it.,DOUBLE: I'm the one who left when they told me to. | DOUBLE: Don't.,"And for the first time in the entire episode, the double looks away from Miles. She looks at Lauren.",She is not a threat. She is evidence of what obedience cost. Play it as grief.,3504
SH0306,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:11:00,01:34:18:00,34:11,7,8,ECU-INSERT,STATIC,100,NONE,LIVING,COLD_PANE,Y,,00:14,M14,,,"The number, small, beneath her face. 00:04. 00:03. 00:02. 00:01. 00:00.",,3505
SH0307,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:18:00,01:34:25:00,34:18,7,8,WIDE-2S,STATIC,35,MB,LIVING,COLD_PANE,Y,,00:07,,"TOTAL SILENCE. No rain, no room tone, nothing. The mix floor drops to zero.",,"Nothing happens. The house is silent. The pane holds her face, perfectly still, waiting with them.",Eight seconds of nothing after zero. The audience must conclude it is over.,3506
SH0308,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:25:00,01:34:30:00,34:25,5,6,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,,,00:00,,"Five knuckle knocks on a wooden door, unhurried, patterned. Dry. No reverb tail.",,"KNOCK. KNOCK. KNOCK. A pause. KNOCK. KNOCK. Three, then two.",It is not a stranger's knock. It has a shape. A private meaning between two people.,3507
SH0309,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:30:00,01:34:40:00,34:30,10,10,CU,SLOW PUSH,75,M_JKT,LIVING,COLD_PANE,,,,M14,,,Miles's head comes up. And everything in his face falls apart at once - not fear. Not fear at all. RECOGNITION.,THE EPISODE LIVES OR DIES HERE. Hold on him. It is the answer to who he has been writing to.,3508
SH0310,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:40:00,01:34:47:00,34:40,7,8,CU,STATIC,75,L_CARD,LIVING,COLD_PANE,,,,,,"LAUREN: Miles. | LAUREN: Miles, what.",Watching him.,,3509
SH0311,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:47:00,01:34:53:00,34:47,6,7,MED,STATIC,50,M_JKT,LIVING,COLD_PANE,,,,,Through a wooden door and a wall. Warm. Kind. Utterly unhurried. Gender deliberately unclear.,VOICE (O.S.): It's me.,"And from outside - through the door, muffled, unhurried, and warm.",Two syllables. They must sound like an embrace. That is why it is frightening.,3510
SH0312,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:53:00,01:34:57:00,34:53,4,5,CU,STATIC,75,M_JKT,LIVING,COLD_PANE,,,,,Nothing at all.,,Miles closes his eyes.,,3511
SH0313,SC-22,ACT FIVE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:34:57:00,01:35:15:00,34:57,18,18,XWIDE,SLOW PUSH,24,MB,LIVING,COLD_PANE,Y,CONTACT,,M14,"One tone, low, and then nothing. Rain returns very faintly at the last second.",,"FINAL SHOT. The dark house. The two of them side by side at last, shoulder against shoulder, lit from below by a pane of glass that should not exist. Behind them, deep in frame, the front door - its frosted panel a soft rectangle of streetlight. Something on the other side moves: a shift of weight, a change in the light, a shape that is a person and is not quite the right size for a person. It does not resolve. The deadbolt is already open.",THE ONLY SHARED FRAME SINCE 20:15. It cost them the entire episode to stand next to each other. CUT TO BLACK BEFORE THE DOOR OPENS.,3512
SH0314,ENDCARD,ACT FIVE,END CARD,01:35:15:00,01:35:27:00,35:15,12,12,TITLE,STATIC,0,NONE,PALE,PALE_FLAT,,,,M15,"The main-title tone returns, resolved a semitone lower. Then out.",,"Black. Silence. Then, thin and wide-tracked: WE'RE FROM THE FUTURE. Below it, smaller: END OF EPISODE ONE.",,9313
SH0315,SC-23,TAG,INT. A PALE ROOM - NO TIME GIVEN,01:35:27:00,01:35:35:00,35:27,8,8,WIDE,STATIC,40,FIG,PALE,PALE_FLAT,,,,M16,Room tone with no reflections in it - an acoustically dead space. Deeply wrong.,,"A room lit uniformly from everywhere, so that nothing casts a shadow and no corner can be located. A FIGURE stands at a waist-height surface, seen from behind and below the shoulders. We will not see their face.",,3614
SH0316,SC-23,TAG,INT. A PALE ROOM - NO TIME GIVEN,01:35:35:00,01:35:43:00,35:35,8,8,ECU-INSERT,SLOW PUSH,100,NONE,PALE,PALE_FLAT,,,,,,,"They hold a flat unlit sheet, roughly the size and thickness of the pane. On it: two records side by side. No photographs. Designations that do not resolve as language. The first record's status field reads LOST.","The sheet is a leaf. Same object, institutional context. Never say so.",3615
SH0317,SC-23,TAG,INT. A PALE ROOM - NO TIME GIVEN,01:35:43:00,01:35:49:00,35:43,6,6,CU-INSERT,STATIC,100,NONE,PALE,PALE_FLAT,,,,,No confirmation sound. Nothing acknowledges it.,,"The figure touches it, once. LOST becomes LOCATED.",,3616
SH0318,SC-23,TAG,INT. A PALE ROOM - NO TIME GIVEN,01:35:49:00,01:35:57:00,35:49,8,8,ECU-INSERT,SLOW PUSH,100,NONE,PALE,PALE_FLAT,,,,,,,"They move to the second record. Its status field ALREADY reads LOCATED. Beside it, a date. It is nineteen years old.",THE TAG'S ENTIRE PURPOSE. Nineteen years. Hold long enough to read it and no longer.,3617
SH0319,SC-23,TAG,INT. A PALE ROOM - NO TIME GIVEN,01:35:57:00,01:36:03:00,35:57,6,6,MED,STATIC,40,FIG,PALE,PALE_FLAT,,,,,,,The figure stops. Just stops. The only human thing that happens in this room.,,3618
SH0320,SC-23,TAG,INT. A PALE ROOM - NO TIME GIVEN,01:36:03:00,01:36:08:00,36:03,5,5,WIDE,STATIC,40,FIG,PALE,PALE_FLAT,,,,,"Flat, female, pleasant, unhurried. No processing. It sounds like a lift announcement.",SYSTEM VOICE: Retrieval is already in progress.,,BLACK on the last syllable. No music. No sting.,3619
